sample_idx,sample_id,yelp_idx,yelp_business_id,match_confidence,best_name_source,name_similarity,base_name_similarity,sample_name,sample_base_name,yelp_name,best_categories_source,categories_similarity,base_categories_similarity,sample_categories,sample_base_categories,yelp_categories,best_address_source,address_similarity,base_address_similarity,sample_address,sample_base_address,yelp_address
656,08f1e880c6c242a5035ee2cc4cc4b6ce,872,BkmVHg6HjHWMc0OFxcd6VQ,0.505,2,0.46,0.46,dan john bari,dan john bari,hair by audrey johnson,2,0.0,0.0,"[""men's_clothing_store"", 'clothing_store']","[""children's_clothing_store"", ""men's_clothing_store"", 'clothing_store', 'retail']","['hair_stylists', 'beauty_&_spas', 'hair_extensions', 'hair_salons']",0,0.55,0.42,"via sparano da bari, 82, bari, 75, 70121","via sparano 82/86, bari, BA, 70121","santa barbara, CA, 93108"
658,08f441a4340f371803f7a1498d47efc1,4577,lGAEeKCc0-_O_BSjAlCWSQ,0.74,0,1.0,0.44,t-mobile,t-mobile authorized retailer,t-mobile,2,0.0,0.0,"['mobile_phone_store', 'telecommunications_company', 'business_to_business_services']","['mobile_phone_store', 'retail']","['mobile_phone_accessories', 'it_services_&_computer_repair', 'telecommunications', 'local_services', 'shopping', 'mobile_phones']",2,0.48,0.48,"3800 us highway 98 n ste 136, lakeland, FL, 33809","3800 us highway 98 n ste 704, lakeland, FL, 33809","3601 henderson blvd, tampa, FL, 33609"
659,08f1f99ce216ca9003fcd409eb1d26dd,893,Ei0wJeADbNtwvA9CrvknJw,0.47,1,0.25,0.53,iriparo,iriparo store bollate,cocco's gelateria,2,0.0,0.0,"['mobile_phone_store', 'computer_store', 'appliance_repair_service']","['mobile_phone_repair', 'mobile_phone_store', 'appliance_repair_service', 'it_service_and_computer_repair', 'retail']","['coffee_&_tea', 'bakeries', 'desserts', 'food', 'ice_cream_&_frozen_yogurt']",1,0.38,0.41,"via 11 febbraio, 5, bollate, 25, 20021","via xi febbraio, 5, bollate, MI, 20021","550 s oak ave, primos, PA, 19018"
660,08f29126484e986d033383dfda3c9539,24737,j8paEZYmMxgeeY91hwL_Vw,1.0,2,1.0,1.0,california electric supply,california electric supply,california electric supply,2,0.0,0.0,"['electrician', 'construction_services']","['electrical_supply_store', 'electrician', 'lighting_fixtures_and_equipment', 'retail']","['lighting_fixtures_&_equipment', 'electronics', 'electricians', 'wholesale_stores', 'home_services', 'shopping']",0,1.0,0.86,"233 s milpas st, santa barbara, CA, 93103","233 south milpas street, santa barbara, CA, 93103","233 s milpas st, santa barbara, CA, 93103"
661,1125899912982411,1518,opiv3hcNNsRDiLXsUbNw-A,0.47500000000000003,2,0.56,0.56,cracker barrel old country store,cracker barrel old country store,old country buffet,2,0.0,0.0,"['breakfast_and_brunch_restaurant', 'cafe', 'restaurant']","['breakfast_and_brunch_restaurant', 'cafe', 'restaurant']","['restaurants', 'buffets']",2,0.39,0.39,"1860 winderly ln, pickerington, OH, 43147","1860 winderly ln, pickerington, OH, 43147","910 e woodland ave, springfield, PA, 19064"
662,08f44ccc361204260313a24e1cbbc38d,400,8t6mbhBNAT027aeDQ4mR3A,0.48000000000000004,2,0.4,0.4,joe baker allstate insurance,joe baker allstate insurance,womens health partners,2,0.0,0.0,['insurance_agency'],"['auto_insurance', 'home_and_rental_insurance']","['health_&_medical', 'obstetricians_&_gynecologists', 'doctors']",1,0.52,0.56,"5205 stilesboro rd nw, kennesaw, GA, 30152","5205 stilesboro rd nw ste 220, kennesaw, GA, 30152","10012 kennerly rd, ste 405, saint louis, MO, 63128"
663,08f2621a4c90974903d09624c1413a8a,172,wMAxTyExktVtfyqKAfApbA,0.485,2,0.49,0.49,auto center bargain lot,auto center bargain lot,tuffy tire & auto service center,1,0.16666666666666666,0.2,"['car_dealer', 'automotive_dealer', 'automotive']","['used_car_dealer', 'automotive']","['oil_change_stations', 'automotive', 'tires', 'auto_repair']",1,0.47,0.48,"1805 wayzata blvd e, wayzata, MN, 55391","1805 wayzata blvd, wayzata, MN, 55391","4353 gunn hwy, tampa, FL, 33618"
664,08f283470049638d0310a3fc3bc5f39f,49321,AnXojlgb5m5R28VDyYIqag,0.54,1,0.64,0.68,target store santa-clara,target santa clara,starcycle - santa barbara,2,0.0,0.0,"['department_store', 'grocery_store', 'shopping']","['department_store', 'retail']","['cycling_classes', 'active_life', 'fitness_&_instruction']",2,0.4,0.4,"2004 el camino real, santa clara, CA, 95050","2004 el camino real, santa clara, CA, 95050","121 s hope ave, ste d115, santa barbara, CA, 93105"
665,1407374891300804,1309,dFEyk7Si7R-CHCMbxx3oJg,0.53,2,0.53,0.53,epic auto glass,epic auto glass,a-1 auto repair,2,0.3333333333333333,0.3333333333333333,"['auto_glass_service', 'automotive']","['auto_glass_service', 'automotive']","['automotive', 'auto_repair']",1,0.49,0.53,"1646 s st andrews pl, los angeles, CA, 90019","1646 south saint andrews place, los angeles, CA, 90019","1 s milpas st, santa barbara, CA, 93103"
666,1407374885249036,9234,0r_S_x_LJQ78cZZdj16kLw,0.8049999999999999,2,0.61,0.61,walmart,walmart,walmart pharmacy,2,0.0,0.0,['restaurant'],['retail'],"['pharmacy', 'health_&_medical']",2,1.0,1.0,"5260 w 7th st, reno, NV, 89523","5260 w 7th st, reno, NV, 89523","5260 w 7th st, reno, NV, 89523"
667,1407374885186474,145,Lx8ZYUJ_-3Aa8N821mN1WQ,0.48,2,0.47,0.47,walmart,walmart,alm kainan,2,0.0,0.0,"['photography_store_and_services', 'retail']",['restaurant'],"['restaurants', 'filipino']",2,0.49,0.49,"960 brookway blvd, brookhaven, MS, 39601","960 brookway blvd, brookhaven, MS, 39601","390 n mccarran blvd, ste b, sparks, NV, 89434"
668,08f1f165310da9630388444afa78937c,229,wjyUxHxkrvUvCOVqy4g_wg,0.46,2,0.46,0.46,allego charging station,allego charging station,oscar's cafe,2,0.0,0.0,['professional_services'],"['ev_charging_station', 'automotive']","['restaurants', 'american_(traditional)']",1,0.33,0.46,"emmastraat 6, lochem, 7241 EJ","emmastraat 6, lochem, GELDERLAND, 7241 EJ","7520 natural bridge rd, normandy, MO, 63121"
669,08f2a9bdae7203640389b410547c2205,899,Unf5cncllS4V_CKQmp2V9Q,0.635,2,1.0,1.0,advance auto parts,advance auto parts,advance auto parts,2,0.25,0.25,"['automotive_parts_and_accessories', 'automotive', 'auto_company']","['auto_parts_and_supply_store', 'automotive', 'retail']","['auto_parts_&_supplies', 'automotive']",2,0.27,0.27,"21303 highway 421, hyden, KY, 41749","21303 highway 421, hyden, KY, 41749","13015 seminole blvd, largo, FL, 33778"
670,08f1fa5362b859a803ed45df6695e1e3,1966,hqdWx3ClN3HEyaWeRuAzBQ,0.48,0,0.55,0.28,rossmann,rossmann drogeriemarkt,malvern grooms,2,0.0,0.0,"['shopping', 'cosmetic_and_beauty_supplies', 'retail']","['drugstore', 'retail']","['pets', 'pet_groomers', 'pet_services']",0,0.41,0.32,"markenstraße 22, gelsenkirchen, 45899","markenstr. 22-24, gelsenkirchen, NORTH RHINE-WESTPHALIA, 45899","101 w king st, malvern, PA, 19355"
671,08f2a13823a68cd103e0f44719702a09,18331,oupzw1YOph1U_GmP_cWxUg,0.625,2,0.77,0.77,mark's place & restaurant,mark's place & restaurant,park place caf and restaurant,2,0.0,0.0,"['american_restaurant', 'restaurant', 'caribbean_restaurant']","['caribbean_restaurant', 'jamaican_restaurant', 'restaurant']","['restaurants', 'american_(new)']",2,0.48,0.48,"621 main st, asbury park, NJ, 07712","621 main st, asbury park, NJ, 07712","7 e park ave, merchantville, NJ, 08109"
673,08f44e9d8278419b0363e49276cd2582,971,4fUok5d5vgdQEb1Bzzg0rA,0.515,2,0.54,0.54,highland memorial gardens,highland memorial gardens,olive garden italian restaurant,2,0.0,0.0,"['public_service_and_government', 'funeral_services_and_cemeteries', 'professional_services']","['funeral_services_and_cemeteries', 'cemeteries']","['restaurants', 'italian', 'soup', 'bars', 'salad', 'nightlife', 'wine_bars']",2,0.49,0.49,"3115 18th ave n, bessemer, AL, 35020","3115 18th ave n, bessemer, AL, 35020","1315 w esplanade ave, kenner, LA, 70065"
674,1125899912289624,33166,yRYYQ26EbmpHFQgwxDfBHQ,0.65,2,0.33,0.33,universal roofing & exteriors,universal roofing & exteriors,trader's point winery,2,0.0,0.0,"['roofing', 'siding', 'ceiling_and_roofing_repair_and_service']","['roofing', 'siding', 'ceiling_and_roofing_repair_and_service']","['food', 'arts_&_entertainment', 'wineries']",2,0.97,0.97,"5530 w 84th st, indianapolis, IN, 46268","5530 w 84th st, indianapolis, IN, 46268","5520 w 84th st, indianapolis, IN, 46268"
675,08f48d8844ce209203cc0a4840005259,1219,159h-vlRcGnzwOTR29lQ8w,0.635,2,1.0,1.0,at&t store,at&t store,at&t store,0,0.125,0.09090909090909091,"['mobile_phone_accessories', 'mobile_phone_store', 'telecommunications_company']","['mobile_phone_accessories', 'mobile_phone_store', 'telecommunications_company', 'business_to_business_services', 'business_to_business', 'retail']","['mobile_phones', 'it_services_&_computer_repair', 'shopping', 'local_services', 'mobile_phone_accessories', 'telecommunications']",2,0.27,0.27,"6300 san mateo blvd ne ste m-1, albuquerque, NM, 87109","6300 san mateo blvd ne ste m-1, albuquerque, NM, 87109","13998 w hillsborough ave, tampa, FL, 33635"
676,08f28f08aa61e45d032ffca2f3c02a41,684,5N8iDpDtjTbU0F1YD645xA,0.49,0,0.54,0.49,wayne cooley - country financial,wayne cooley - country financial representative,blarney stone general contracting,2,0.0,0.0,"['insurance_agency', 'financial_service']","['auto_insurance', 'home_and_rental_insurance']","['flooring', 'contractors', 'windows_installation', 'home_services']",2,0.44,0.44,"380 nw 1st ave, canby, OR, 97013","380 nw 1st ave, canby, OR, 97013","8462 n la oesta ave, tucson, AZ, 85704"
677,1125899912860477,1435,Z5LGSHEYjCUtKwjKotCNqA,0.485,0,0.67,0.24,headlight,headlight therapists and psychiatric services wasilla,chinese delight,2,0.0,0.0,['health_and_medical'],['health_and_medical'],"['chinese', 'restaurants']",2,0.3,0.3,"1981 e palmer-wasilla highway ste 200, wasilla, AK, 99654","1981 e palmer-wasilla highway ste 200, wasilla, AK, 99654","735 w lancaster ave, wayne, PA, 19087"
678,08f1959b447aaa900389169fac74b366,1418,Z5c5cPbD3iGNMXYVLLA-Cw,0.535,1,0.22,0.67,mirage health and wellbeing,mirage,widerange,2,0.0,0.0,"['naturopathic_holistic', 'spas', 'beauty_and_spa']","['doctor', 'massage_therapy', 'medical_center', 'health_and_medical']","['used_car_dealers', 'car_dealers', 'car_buyers', 'automotive']",0,0.4,0.3,"1 east lake, bognor regis, ENG, PO21 1","lake house, 1 east lake, bognor regis, PO21 1FY","300 us 31 s, greenwood, IN, 46142"
680,08f194ad32accc120378a4a13d751f03,1901,j0tHKpa2I2pj3uuxCmrgWw,0.49,1,0.39,0.52,tonkotsu bar and ramen,tonkotsu bankside,union bank inn,2,0.0,0.0,"['japanese_restaurant', 'bar']","['soup_restaurant', 'restaurant']","['event_planning_&_services', 'venues_&_event_spaces', 'hotels', 'hotels_&_travel']",0,0.46,0.25,"4 canvey street, london, ENG, SE1 0","4 canvey street, bankside, london, GREATER LONDON, SE1 9AN","10053 jasper avenue nw, edmonton, AB, T5J 1S5"
681,1125899911601300,1164,OpvNFc147bNQFb3HpPj3Ng,0.435,2,0.35,0.35,fnbo,fnbo,valbona salon,2,0.0,0.0,"['bank_credit_union', 'business_banking_service']","['bank_credit_union', 'business_banking_service']","['beauty_&_spas', 'hair_salons', 'hair_stylists']",2,0.52,0.52,"302 main st, bayard, NE, 69334","302 main st, bayard, NE, 69334","412 main st, safety harbor, FL, 34695"
682,08f266ad4db1dd0303cd6a43ede112a8,20741,KLx1gD3LGpWmJvqKCUEH4g,0.505,2,0.62,0.62,bed bath & biscuit pet resort,bed bath & biscuit pet resort,bath & beyond pet salon,1,0.2,0.3333333333333333,"['pet_groomer', 'pet_services', 'pet_sitting']","['pet_boarding', 'pet_groomer', 'pet_sitting', 'pet_services', 'pets']","['pet_groomers', 'pets', 'pet_services']",2,0.39,0.39,"5330 e 1250 s, haubstadt, IN, 47639","5330 e 1250 s, haubstadt, IN, 47639","88 us hwy 31 s, ste i, greenwood, IN, 46142"
683,08f2b1a71245004b03fb190dd84b30f8,510,RZpEMG2ILk4bL3lH3ygRcw,0.505,2,0.51,0.51,vassalboro car care,vassalboro car care,medford village car care,2,0.14285714285714285,0.14285714285714285,"['auto_body_shop', 'automotive']","['auto_body_shop', 'automotive']","['automotive', 'auto_repair', 'tires', 'body_shops', 'oil_change_stations', 'towing']",2,0.5,0.5,"719 main st, vassalboro, ME, 04989","719 main st, vassalboro, ME, 04989","11 n main st, medford, NJ, 08055"
686,08f2aaaaad1196b103717a39c156cecf,1260,XQi3Py8vE45364C1NDkj0A,0.47,2,0.59,0.59,brothers mechanical services,brothers mechanical services,one mechanical new innovations,2,0.0,0.0,"['hvac_services', 'commercial_industrial', 'commercial_refrigeration']",['hvac_services'],"['home_services', 'heating_&_air_conditioning/hvac', 'local_services', 'air_duct_cleaning']",2,0.35,0.35,"8996 mike garcia dr, manassas, VA, 20109","8996 mike garcia dr, manassas, VA, 20109","868 w street rd, ste 145, warminster, PA, 18974"
687,08f60a25956e9c3203553490e0ffcadc,19244,bySoFVPOK7cktWI5pqqoNw,0.48000000000000004,1,0.46,0.56,profile publishing location name - suite,profile publishing location 1,action roofing,2,0.0,0.0,['automotive'],['automotive'],"['home_services', 'gutter_services', 'shopping', 'roofing', 'hardware_stores', 'building_supplies', 'contractors', 'home_&_garden']",2,0.4,0.4,"1766 palo verde ave, east palo alto, CA, 96303","1766 palo verde ave, east palo alto, CA, 96303","534 e ortega st, santa barbara, CA, 93103"
688,08f266d3664e9c340356a4375098925e,37,mGFsPRHdE6SMV1gYQ6GzgQ,0.42000000000000004,2,0.38,0.38,goodwill,goodwill,t-mobile,2,0.0,0.0,"['thrift_store', 'community_services_non_profits', 'charity_organization']","['military_surplus_store', 'thrift_store', 'retail']","['mobile_phones', 'telecommunications', 'electronics', 'mobile_phone_accessories', 'local_services', 'shopping', 'it_services_&_computer_repair']",2,0.46,0.46,"4740 hartland pkwy, lexington, KY, 40515","4740 hartland pkwy, lexington, KY, 40515","4735 concord pike, wilmington, DE, 19803"
689,08f195c0a02a5b1603f7b7d894823773,625,MObScX791gFEwtkoFA9GQg,0.515,2,0.7,0.7,bridge inn,bridge inn,creekside inn,2,0.0,0.0,"['pub', 'hotel', 'bar']","['irish_pub', 'pub', 'bar', 'british_restaurant', 'restaurant']","['restaurants', 'american_(new)', 'event_planning_&_services', 'bars', 'pubs', 'american_(traditional)', 'social_clubs', 'hotels', 'hotels_&_travel', 'nightlife', 'arts_&_entertainment', 'venues_&_event_spaces']",1,0.29,0.33,"22 high green, stafford, ENG, ST19 9BD","22 high green, brewood, stafford, ST19 9BD","197 e ave, woodstown, NJ, 08098"
690,08f444650b028235031a78e9f7c0be8b,31734,qQrrujx8Mw7o5LA-CAnXHA,0.66,2,0.45,0.45,ups access point location,ups access point location,dat's tailor & alterations,2,0.0,0.0,"['shipping_center', 'post_office']","['shipping_center', 'post_office']","['sewing_&_alterations', 'local_services']",2,0.87,0.87,"1116 louisiana ave, new orleans, LA, 70115","1116 louisiana ave, new orleans, LA, 70115","1722 louisiana ave, new orleans, LA, 70129"
692,08f2a107628d829e03c3bd4a1a01f7a6,1573,0fvCfMxK4GXVOG2QK-esCA,0.485,2,0.5,0.5,libertyx bitcoin atm,libertyx bitcoin atm,coin laundry,2,0.0,0.0,['atms'],['atms'],"['local_services', 'dry_cleaning_&_laundry', 'laundromat', 'laundry_services']",2,0.47,0.47,"1559 flatbush ave, new york, NY, 11210","1559 flatbush ave, brooklyn, NY, 11210","905 n carrollton ave, new orleans, LA, 70119"
693,08f2a104eda56165038129f326d78561,4402,PxQZBLFh14LFIj4HHWG_Kg,0.59,2,0.73,0.73,la cucina piccola,la cucina piccola,la-china poblana,2,0.0,0.0,"['italian_restaurant', 'restaurant', 'mediterranean_restaurant']",['restaurant'],"['mexican', 'restaurants']",2,0.45,0.45,"178 eagle rock ave, roseland, NJ, 07068","178 eagle rock ave, roseland, NJ, 07068","10 berlin rd, clementon, NJ, 08021"
694,08f445c39c608c4e03bbcdbd41ed5b80,1817,usFEKg4-2C48qPIh32HbHA,0.53,2,0.64,0.64,cocktailz fine wine and spirits,cocktailz fine wine and spirits,fine wine & good spirits - premium collection,1,0.0,0.2,"['liquor_store', 'shopping']","['beer_wine_and_spirits', 'winery', 'food']","['food', 'beer', 'wine_&_spirits']",2,0.42,0.42,"1716 highway 51, madison, MS, 39110","1716 highway 51, madison, MS, 39110","1112 chestnut st, ste 28, philadelphia, PA, 19107"
696,08f1fa32c3274634034e521483428f0e,1503,7Jer4ZUmq_DlUtu8QJtPuQ,0.49,2,0.57,0.57,hermes paketshop,hermes paketshop,acme markets,2,0.0,0.0,[],['shipping_center'],"['food', 'grocery', 'drugstores', 'shopping']",0,0.41,0.39,"bahnhofstr. 3, kusel, RHINELAND-PALATINATE, 66869","banhofstr. 35, kusel, RHINELAND-PALATINATE, 66869","3590 w chester pike, newtown square, PA, 19073"
697,08f28300a32ca15503b128aa7b3ae6e7,36210,ZJ1rSNQ49v3nbG5qWgwojw,0.5449999999999999,2,0.62,0.62,chevys fresh mex,chevys fresh mex,mexican fresh,2,0.0,0.0,"['texmex_restaurant', 'mexican_restaurant', 'restaurant']","['bar', 'breakfast_and_brunch_restaurant', 'mexican_restaurant', 'food', 'restaurant']","['mexican', 'restaurants']",2,0.47,0.47,"1730 travis blvd, fairfield, CA, 94533","1730 travis blvd, fairfield, CA, 94533","315 meigs rd, ste f, santa barbara, CA, 93109"
698,08f2659ae6d6d722036b0a17392a19e5,1659,FQtnx_NwEZBPPMlOeVjXzw,0.53,2,0.79,0.79,lennys grill & subs,lennys grill & subs,lennys subs,2,0.0,0.0,"['sandwich_shop', 'restaurant', 'fast_food_restaurant']","['sandwich_shop', 'food', 'restaurant']","['delis', 'restaurants', 'american_(new)', 'sandwiches']",2,0.27,0.27,"4103 elvis presley blvd, memphis, TN, 38116","4103 elvis presley blvd, memphis, TN, 38116","1945 mallory ln, ste 170, franklin, TN, 37067"
699,08f44a90887a4416031ae6f73c3a437c,657,5yi5oPPf065CQjF5nOnFCw,0.6950000000000001,2,1.0,1.0,fedex office print & ship center,fedex office print & ship center,fedex office print & ship center,0,0.14285714285714285,0.0,"['freight_and_cargo_service', 'printing_services', 'shipping_center']","['courier_and_delivery_services', 'shipping_center']","['signmaking', 'professional_services', 'shipping_centers', 'local_services', 'printing_services']",0,0.39,0.28,"1100 n alafaya trl, orlando, FL, 32828","899 n alafaya trl, orlando, FL, 32828","24120 us hwy 19 n, clearwater, FL, 33763"
700,08f1f8e06c500db40348986fb0c2d9f8,1091,BxR5hjyBnJZrm_nnaCtGQw,0.48,2,0.54,0.54,kinothek lustenau,kinothek-lustenau,lunar inn,2,0.0,0.0,"['cinema', 'arts_and_entertainment', 'active_life']","['fair', 'cinema', 'festival', 'theaters_and_performance_venues', 'arts_and_entertainment']","['bars', 'food', 'restaurants', 'beer', 'wine_&_spirits', 'american_(traditional)', 'nightlife']",0,0.42,0.36,"reichsstraße 18, lustenau, 06890","reichsstraße 18, lustenau, VORARLBERG, 06890","3124 richmond st, philadelphia, PA, 19134"
702,08f19428e0cc9691030adb2836c18908,361,aNXw3PkXVt8ANwLyCfcmpg,0.69,2,1.0,1.0,mcdonald's,mcdonald's,mcdonald's,2,0.0,0.0,"['fast_food_restaurant', 'burger_restaurant', 'restaurant']","['fast_food_restaurant', 'restaurant']","['restaurants', 'fast_food', 'burgers', 'food', 'coffee_&_tea']",2,0.38,0.38,"three lakes retail park, selby, YO8 8LY","three lakes retail park, bawtry road, selby, YO8 8LY","2333 welsh rd, lansdale, PA, 19446"
703,08f46482d0a8a4a90323ae59d69f7b7c,12258,bw90rjFL02A_8rVE34m5Lg,0.41000000000000003,1,0.35,0.38,contractors' equipment and service,contractors' equipment & service,cosmetic solutions,2,0.0,0.0,"['professional_services', 'contractor', 'automotive_repair']","['metal_fabricator', 'building_supply_store', 'metals', 'automotive', 'business_to_business', 'retail']","['cosmetic_surgeons', 'pizza', 'doctors', 'beauty_&_spas', 'nail_salons', 'cosmetics_&_beauty_supply', 'chiropractors', 'shopping', 'restaurants', 'health_&_medical']",0,0.44,0.39,"94-460 ukee st, honolulu, HI, 96797","94-460 ukee st, waipahu, HI, 96797","1010 lula lula dr, lula lula, HI, 90261"
704,08f26085a28b594a03a2efa5ba515820,613,Iipfa9Kaac9XH5Vo8GQwvg,0.69,2,1.0,1.0,starbucks,starbucks,starbucks,2,0.0,0.0,"['coffee_shop', 'eat_and_drink', 'business']","['coffee_shop', 'restaurant']","['coffee_&_tea', 'food']",2,0.38,0.38,"11650 s 73rd st, papillion, NE, 68046","11650 s 73rd st, papillion, NE, 68046","5956 153 avenue, edmonton, AB, T5Y 2W1"
705,08f1ec910c842640034df1e3402ae066,1952,Wam2NsNELVughewWJA1OjQ,0.63,2,1.0,1.0,shell,shell,shell,1,0.0,0.16666666666666666,"['gas_station', 'convenience_store', 'energy_company']","['ev_charging_station', 'gas_station', 'b2b_energy_mining', 'automotive', 'business_to_business']","['gas_stations', 'automotive']",1,0.07,0.26,,"kemerburgaz caddesi merkez mahallesi, kâğıthane, İSTANBUL, 34400","8703 col h weir cook memorial dr, indianapolis, IN, 46241"
