sample_idx,names,addresses,categories,websites,phones,emails,socials,brand
1685,{'primary': 'Parc Clichy-Batignolles'},"[{'freeform': '147 Rue Cardinet', 'locality': 'Paris', 'postcode': '75017', 'country': 'FR'}]","{'primary': 'park', 'alternate': ['attractions_and_activities', 'stadium_arena']}",['http://equipement.paris.fr/parc-clichy-batignolles-martin-luther-king-2817'],[null],,['https://www.facebook.com/161838490495485'],"{'wikidata': '', 'names': {'primary': 'Parc Clichy-Batignolles Martin Luther King', 'common': {}, 'rules': []}}"
1686,{'primary': 'Hulk Security Systems'},"[{'freeform': '676A 9th Ave #399', 'locality': 'New York', 'region': 'NY', 'country': 'US', 'postcode': '10036'}]","{'primary': 'professional_services', 'alternate': ['home_security', 'private_investigation']}",['http://hulksecurity.com/'],"[""+12129139646""]",,['https://www.facebook.com/1420308301566991'],"{'wikidata': '', 'names': {'primary': 'Hulk Security Systems - Intercom, Access Control & Burglary Alarms systems', 'common': {}, 'rules': []}}"
1687,{'primary': 'からみそラーメン ふくろう 刈谷店'},"[{'freeform': '井ケ谷町前田26-2', 'locality': '刈谷市', 'region': '愛知県', 'country': 'JP', 'postcode': '448-0001'}]",{'primary': 'japanese_restaurant'},,"[""+81566367070""]",,['https://www.facebook.com/100463125758575'],"{'wikidata': '', 'names': {'primary': 'からみそラーメンふくろう刈谷店', 'common': {}, 'rules': []}}"
1688,{'primary': 'ส้มตำป้านวล'},"[{'freeform': 'โค้งสนามบิน', 'locality': 'Ban Kat', 'region': 'Mae Hong Son', 'country': 'TH'}]","{'primary': 'thai_restaurant', 'alternate': ['delicatessen', 'fast_food_restaurant']}",,[null],,['https://www.facebook.com/154764821283726'],"{'wikidata': '', 'names': {'primary': 'ส้มตำป้านวล', 'common': {}, 'rules': []}}"
1689,"{'primary': ""McDonald's""}","[{'freeform': 'Clevischer Ring 1', 'locality': 'Köln', 'region': 'Nordrhein-Westfalen', 'country': 'DE', 'postcode': '51063'}]","{'primary': 'fast_food_restaurant', 'alternate': ['burger_restaurant', 'restaurant']}",['https://www.mcdonalds.de/restaurant?id=0964'],"[""+492216403148""]",,['https://www.facebook.com/1595870910498912'],"{'wikidata': '', 'names': {'primary': ""McDonald's"", 'common': {}, 'rules': []}}"
1690,{'primary': 'ノジマ イオン富士宮店'},"[{'freeform': '浅間町1-8, イオンモ-ル富士宮2F', 'locality': '富士宮市', 'postcode': '〒418-0032', 'region': '静岡県', 'country': 'JP'}]","{'primary': 'electronics', 'alternate': ['retail']}",['https://www.nojima.co.jp/shop/shizuoka/fujinomiya/?utm_source=Yext&utm_medium=Yext&utm_campaign=Listings'],"[""0544282811""]",,,"{'wikidata': '', 'names': {'primary': 'ノジマ', 'common': {}, 'rules': []}}"
1691,{'primary': 'Oberschorfheide'},"[{'freeform': 'Lange Straße 26', 'locality': 'Detmold', 'region': 'Nordrhein-Westfalen', 'country': 'DE', 'postcode': '32756'}]","{'primary': 'clothing_store', 'alternate': [""women's_clothing_store"", 'swimwear_store']}",['https://www.boeckmann-mode.de/lingerie.html'],"[""+49523192570""]",['info@oberschorfheide.de'],['https://www.facebook.com/291570611009056'],"{'wikidata': '', 'names': {'primary': 'Oberschorfheide Wäsche Dessous Bademoden', 'common': {}, 'rules': []}}"
1692,{'primary': 'Augenzentrum Neumarkt'},"[{'freeform': 'Obere Marktstraße 1A', 'locality': 'Neumarkt in der Oberpfalz', 'region': 'Bayern', 'country': 'DE', 'postcode': '92318'}]","{'primary': 'eye_care_clinic', 'alternate': ['hospital', 'optometrist']}",['http://www.keinebrillemehr.de'],"[""+4991812979999""]",['praxis@augenzentrum-neumarkt.de'],['https://www.facebook.com/163070573763443'],"{'wikidata': '', 'names': {'primary': 'Augenzentrum Neumarkt', 'common': {}, 'rules': []}}"
1693,{'primary': 'จิ๋ม&แดง'},"[{'freeform': '27 หมู่ที่ 2', 'locality': 'Sam Roi Yot', 'region': 'Prachuap Khiri Khan', 'country': 'TH', 'postcode': '77120'}]","{'primary': 'seafood_restaurant', 'alternate': ['restaurant']}",,"[""+1032559160""]",,['https://www.facebook.com/190073004377673'],"{'wikidata': '', 'names': {'primary': 'จิ๋ม&แดง (Jim&Dang Seafood)', 'common': {}, 'rules': []}}"
1694,{'primary': 'GEERS Hörgeräte'},"[{'freeform': 'Reichsstraße 102', 'locality': 'Berlin', 'region': 'Berlin', 'country': 'DE', 'postcode': '14052'}]","{'primary': 'medical_supply', 'alternate': ['medical_research_and_development', 'pharmacy']}",['https://standorte.geers.de/berlin/reichsstrasse-102.html?utm_source=Yext&utm_medium=Facebook&utm_campaign=Yext_Listings&y_source=1_MTA1NTIyNjMtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D'],"[""+493063961056""]",,['https://www.facebook.com/1722637628028165'],"{'wikidata': '', 'names': {'primary': 'GEERS Hörgeräte', 'common': {}, 'rules': []}}"
1695,{'primary': 'HDFC Bank ATM'},"[{'freeform': 'Santacruz Police Station, SV Road, Santacruz West', 'locality': 'Mumbai', 'postcode': '400054', 'region': 'Maharashtra', 'country': 'IN'}]","{'primary': 'bank_credit_union', 'alternate': ['atms']}",['https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-santacruz-police-station-atm-santacruz-west-mumbai-124831/Home?utm_source=locator&utm_medium=bing'],"[""09426792001""]",,,"{'wikidata': '', 'names': {'primary': 'HDFC Bank ATM', 'common': {}, 'rules': []}}"
1696,{'primary': 'Work Medicina Ocupacional'},"[{'freeform': 'Rua Visconde de Taunay, 335', 'locality': 'Campinas', 'postcode': '13023-200', 'region': 'SP', 'country': 'BR'}]","{'primary': 'hospital', 'alternate': ['medical_service_organizations', 'laboratory_testing']}",['http://www.workocupacional.com.br'],"[""+551932337525""]",,['https://www.facebook.com/275907922946806'],"{'wikidata': '', 'names': {'primary': 'Work Medicina Ocupacional S/C Ltda', 'common': {}, 'rules': []}}"
1697,{'primary': 'สนามบอลราชภัฏสกลนคร'},"[{'locality': 'Mueang Sakon Nakhon', 'region': 'Sakon Nakhon', 'country': 'TH'}]","{'primary': 'topic_concert_venue', 'alternate': ['soccer_field']}",,[null],,['https://www.facebook.com/1126888077437176'],"{'wikidata': '', 'names': {'primary': 'สนามฟุตบอล ราชภัฏสกลนคร', 'common': {}, 'rules': []}}"
1698,{'primary': 'がんこ亭和気店'},"[{'freeform': '和気町福富497-2', 'locality': '和気郡和気町', 'region': '岡山県', 'country': 'JP', 'postcode': '709-0442'}]","{'primary': 'japanese_restaurant', 'alternate': ['restaurant', 'bar']}",,"[""+81869930280""]",,['https://www.facebook.com/139109833615230'],"{'wikidata': '', 'names': {'primary': 'がんこ亭 和気店', 'common': {}, 'rules': []}}"
1699,{'primary': 'Early County Courthouse'},"[{'freeform': '17 McDonald Ave', 'locality': 'Blakely', 'region': 'GA', 'country': 'US', 'postcode': '39823'}]","{'primary': 'courthouse', 'alternate': ['public_service_and_government', 'public_and_government_association']}",['http://earlycountysheriff.com/'],"[""+12297233033""]",,['https://www.facebook.com/1507607442876887'],"{'wikidata': '', 'names': {'primary': 'Early County Court House', 'common': {}, 'rules': []}}"
1700,{'primary': 'なかすっ娘一番町店'},"[{'freeform': '青葉区一番町4-3-28', 'locality': 'Sendai', 'region': 'Miyagi', 'country': 'JP', 'postcode': '980-0811'}]","{'primary': 'japanese_restaurant', 'alternate': ['bar', 'park']}",['http://www.aix-group.co.jp/food'],"[""+81227165705""]",,['https://www.facebook.com/165352266998553'],"{'wikidata': '', 'names': {'primary': 'なかすっ娘 仙台一番町店', 'common': {}, 'rules': []}}"
1701,{'primary': 'Star Chrysler Dodge Jeep Ram'},"[{'freeform': '21110 Jamaica Ave', 'locality': 'Queens Village', 'postcode': '11428', 'region': 'NY', 'country': 'US'}]",{'primary': 'automotive'},['https://www.starchryslerjeepdodge.net/'],"[""9294602198""]",,,"{'wikidata': '', 'names': {'primary': 'Star Chrysler Jeep Dodge Ram', 'common': {}, 'rules': []}}"
1702,{'primary': '虎侍我炎（とらじがえん）【筑後吉井紅豚餃子】'},"[{'freeform': '吉井町1292', 'locality': 'うきは市', 'region': '福岡県', 'country': 'JP', 'postcode': '839-1321'}]","{'primary': 'restaurant', 'alternate': ['japanese_restaurant', 'asian_restaurant']}",['https://youtu.be/ATfOA2J24As'],"[""+81943769132""]",,['https://www.facebook.com/110133668433505'],"{'wikidata': '', 'names': {'primary': '虎侍我炎', 'common': {}, 'rules': []}}"
1703,{'primary': 'Notaría Pública 20'},"[{'freeform': 'Calle Granada 20', 'locality': 'Cancún', 'postcode': '77500', 'country': 'MX'}]","{'primary': 'notary_public', 'alternate': ['lawyer', 'financial_service']}",['http://www.notaria20.com/'],"[""+529988849440""]",['notaria20@notariacancun.com'],['https://www.facebook.com/1510972872494826'],"{'wikidata': '', 'names': {'primary': 'Notaría Pública No. 20', 'common': {}, 'rules': []}}"
1704,{'primary': 'City Of Santee Fire Station 5'},"[{'freeform': '9130 Carlton Oaks Dr', 'locality': 'Santee', 'region': 'CA', 'country': 'US', 'postcode': '92071'}]","{'primary': 'fire_department', 'alternate': ['fire_protection_service', 'public_and_government_association']}",['http://www.santeefire.org/'],"[""+16192584120""]",,['https://www.facebook.com/1020226548040193'],"{'wikidata': '', 'names': {'primary': 'City of Santee Fire Station #1', 'common': {}, 'rules': []}}"
1705,{'primary': 'San Jose Airport'},"[{'freeform': '1701 Airport Blvd', 'locality': 'San Jose', 'postcode': '95110-1202', 'region': 'CA', 'country': 'US'}]","{'primary': 'airport', 'alternate': ['airport_terminal', 'hotel']}",['http://www.flysanjose.com/'],"[""+14082887603""]",,['https://www.facebook.com/115756655163285'],"{'wikidata': '', 'names': {'primary': 'San Jose Airport - DUP DO NOT USE', 'common': {}, 'rules': []}}"
1706,{'primary': 'Jackson Hewitt Tax Service'},"[{'freeform': '104 E Broadway St', 'locality': 'Lenoir City', 'region': 'TN', 'country': 'US', 'postcode': '37771'}]","{'primary': 'trusts', 'alternate': ['accountant']}",['https://office.jacksonhewitt.com/tax-preparation-services-locations/en/tn/lenoir-city/117-west-broadway-st/17857?utm_source=facebook&utm_medium=local&utm_campaign=localmaps&utm_content=17857'],"[""+18659381040""]",['jh.eol@jhnet.com'],['https://www.facebook.com/522071504833587'],"{'wikidata': '', 'names': {'primary': 'Jackson Hewitt Tax Service', 'common': {}, 'rules': []}}"
1707,{'primary': 'スナック\u3000ほしや'},"[{'freeform': '中区栄4-12-20 栄ストーンビル6B', 'locality': 'Nagoya-shi', 'postcode': '4600008', 'region': '23', 'country': 'JP'}]","{'primary': 'sake_bar', 'alternate': ['restaurant']}",['https://www.instagram.com/snackhoshiya/?hl=ja'],"[""+817083800448""]",,['https://www.facebook.com/107470048357898'],"{'wikidata': '', 'names': {'primary': 'スナック ほしや', 'common': {}, 'rules': []}}"
1708,{'primary': 'BeautySpace'},"[{'freeform': 'Bahnhofplatz 14', 'locality': 'Zürich', 'postcode': '8001', 'region': 'ZH', 'country': 'CH'}]","{'primary': 'beauty_salon', 'alternate': ['spas', 'cosmetic_and_beauty_supplies']}",['http://www.beautyspace.ch/kosmetikstudio-zuerich-am-hauptbahnhof'],"[""+41445365161""]",,['https://www.facebook.com/1178459305615451'],"{'wikidata': '', 'names': {'primary': 'Beauty Space', 'common': {}, 'rules': []}}"
1709,{'primary': 'Farmers Insurance David Hiney'},"[{'freeform': '1119 Jackson Ave', 'locality': 'Detroit Lakes', 'postcode': '56501', 'region': 'MN', 'country': 'US'}]",{'primary': 'auto_insurance'},['http://www.farmers.com/dhiney'],"[""2188417010""]",['dhiney@farmersagent.com'],,"{'wikidata': '', 'names': {'primary': 'Farmers Insurance - David Hiney', 'common': {}, 'rules': []}}"
1710,{'primary': 'EDEKA Kissel SBKcompact Landau'},"[{'freeform': 'Taubensuhlstr. 3-5', 'locality': 'Landau in der Pfalz', 'region': 'Rheinland-Pfalz', 'country': 'DE', 'postcode': '76829'}]","{'primary': 'supermarket', 'alternate': ['retail']}",['http://freykissel.org/SBK/'],"[""06341950620""]",['compactlandau@kissel-sbk.de'],,"{'wikidata': '', 'names': {'primary': 'EDEKA Kissel SBK compact Landau', 'common': {}, 'rules': []}}"
1711,"{'primary': 'Wolfnights', 'common': {}, 'rules': []}","[{'freeform': '121 W 3rd St', 'locality': 'New York', 'postcode': '10012', 'region': 'NY', 'country': 'US'}]","{'primary': 'mediterranean_restaurant', 'alternate': ['sandwich_shop', 'restaurant']}",['https://www.wolfnights.com/'],"[""6464299048""]",,,"{'wikidata': '', 'names': {'primary': 'Wolfnights', 'common': {}, 'rules': []}}"
1712,{'primary': 'The Vineyard Church'},"[{'freeform': '380 Wylie Dr Ste 650', 'locality': 'Normal', 'region': 'IL', 'country': 'US', 'postcode': '61761'}]","{'primary': 'church_cathedral', 'alternate': ['religious_organization']}",['http://www.vineyardbloomington.com/'],"[""+13094344818""]",,['https://www.facebook.com/139827189361726'],"{'wikidata': '', 'names': {'primary': 'The Vineyard Church Bloomington-Normal', 'common': {}, 'rules': []}}"
1713,{'primary': 'Mauterner Haarstube - Leopoldine Zant'},"[{'freeform': 'Sankt Pöltner Straße 3', 'locality': 'Mautern an der Donau', 'postcode': '3512', 'region': 'Niederösterreich', 'country': 'AT'}]","{'primary': 'hair_stylist', 'alternate': ['hair_salon', 'beauty_and_spa']}",['http://www.haarstube.at/'],"[""0273277366""]",,,"{'wikidata': '', 'names': {'primary': 'Mauterner Haarstube - Zant Leopoldine', 'common': {}, 'rules': []}}"
1714,{'primary': 'Pasticceria Soriani'},"[{'freeform': 'Via Vittoria Colonna, 19', 'locality': 'Rimini', 'postcode': '47923', 'region': '45', 'country': 'IT'}]","{'primary': 'desserts', 'alternate': ['bakery', 'cafe']}",['http://www.pasticceriasoriani.it'],"[""+390541384160""]",,['https://www.facebook.com/1431711290378821'],"{'wikidata': '', 'names': {'primary': 'Pasticceria Monti & Nanni SNC', 'common': {}, 'rules': []}}"
1715,{'primary': 'Heinz-Peter Wöstmann Elektro'},"[{'freeform': 'Eichenstraße 16', 'locality': 'Waltrop', 'region': 'Nordrhein-Westfalen', 'country': 'DE', 'postcode': '45731'}]","{'primary': 'electrician', 'alternate': ['contractor', 'professional_services']}",['http://www.elektro-woestmann.de/'],"[""+49230977680""]",['info@elektro-woestmann.de'],['https://www.facebook.com/113649881772062'],"{'wikidata': '', 'names': {'primary': 'Heinz-Peter Wöstmann Elektro', 'common': {}, 'rules': []}}"
1716,{'primary': 'Starbucks'},"[{'freeform': '30 Hub-Robeson Ctr', 'locality': 'State College', 'postcode': '16802', 'region': 'PA', 'country': 'US'}]","{'primary': 'coffee_shop', 'alternate': ['eat_and_drink', 'business']}",['https://www.starbucks.com/store-locator/store/65860'],"[""+18148671092""]",,['https://www.facebook.com/190508841100466'],"{'wikidata': '', 'names': {'primary': 'Starbucks', 'common': {}, 'rules': []}}"
1717,{'primary': 'ATM (Post Office)'},"[{'freeform': '157 Bridgnorth Rd', 'locality': 'Stourbridge', 'region': 'West Midlands', 'country': 'GB', 'postcode': 'DY8 3NU'}]","{'primary': 'post_office', 'alternate': ['atms']}",['https://www.postoffice.co.uk/atm-locator?y_source=1_NjI0OTM0NTUtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D'],"[""03457223344""]",,,"{'wikidata': '', 'names': {'primary': 'Atm', 'common': {}, 'rules': []}}"
1718,{'primary': 'Centro Orafo Pistoiese'},"[{'freeform': 'Viale Adua, 223', 'locality': 'Pistoia', 'postcode': '51100', 'region': '52', 'country': 'IT'}]","{'primary': 'jewelry_store', 'alternate': ['jewelry_and_watches_manufacturer']}",['http://www.centroorafo.com'],"[""+39057332848""]",['info@centroorafo.it'],['https://www.facebook.com/102718787868332'],"{'wikidata': '', 'names': {'primary': 'Centro Orafo Pistoiese', 'common': {}, 'rules': []}}"
1719,{'primary': 'ตี๋นมสด เชียงราย'},"[{'freeform': 'ถนนม.ราชภัฏ', 'country': 'TH'}]","{'primary': 'cafe', 'alternate': ['coffee_shop', 'thai_restaurant']}",,[null],,['https://www.facebook.com/1686354478321897'],"{'wikidata': '', 'names': {'primary': 'ตี๋นมสด(Teenomsod) เชียงราย', 'common': {}, 'rules': []}}"
1720,{'primary': 'Moshi CoffeeBar'},"[{'region': 'เชียงใหม่', 'country': 'TH', 'postcode': '50000'}]","{'primary': 'coffee_shop', 'alternate': ['cafe', 'thai_restaurant']}",,"[""+10814721966""]",,['https://www.facebook.com/617039071722479'],"{'wikidata': '', 'names': {'primary': 'MoshiCoffeeBar', 'common': {}, 'rules': []}}"
1721,"{'primary': ""Châteauform'""}","[{'freeform': '1 Route de Beaulieu', 'locality': 'Seine-Port', 'postcode': '77240', 'country': 'FR'}]","{'primary': 'event_planning', 'alternate': ['business']}",['https://www.chateauform.com/fr/maison/campus-des-berges-de-seine/'],"[""+33130286969""]",,['https://www.facebook.com/1711865049073609'],"{'wikidata': '', 'names': {'primary': 'Châteauform’ Campus Les Berges de Seine', 'common': {}, 'rules': []}}"
1722,{'primary': 'エコモベーカリーヨコハマモトマチ'},"[{'freeform': '横浜市中区元町1-13', 'locality': '横浜市', 'region': '神奈川県', 'country': 'JP', 'postcode': '231-0861'}]","{'primary': 'bakery', 'alternate': ['cafe']}",['http://www.ecomo-bakery.com'],"[""+81453239480""]",,['https://www.facebook.com/1346119255473512'],"{'wikidata': '', 'names': {'primary': 'エコモベーカリー', 'common': {}, 'rules': []}}"
1723,{'primary': 'Waffeltraum'},"[{'freeform': 'Sonnenplatz 1', 'locality': 'Lahr/Schwarzwald', 'region': 'Baden-Württemberg', 'country': 'DE', 'postcode': '77933'}]","{'primary': 'cafe', 'alternate': ['coffee_shop']}",,"[""+4917672615333""]",,['https://www.facebook.com/1809426449330936'],"{'wikidata': '', 'names': {'primary': 'Waffeltraum', 'common': {}, 'rules': []}}"
1724,{'primary': 'Tulip Inn Recife Flat'},"[{'freeform': 'Rua Doutor Luiz Inácio Pessoa Melo, 81', 'locality': 'Recife', 'postcode': '51030-320', 'region': 'PE', 'country': 'BR'}]","{'primary': 'hotel', 'alternate': ['accommodation', 'hotel_bar']}",['http://www.goldentulip.com/en/content/tulip-inn-brand'],"[""+558132028100""]",['reservas@recifeflat.com.br'],['https://www.facebook.com/1111761658844437'],"{'wikidata': '', 'names': {'primary': 'Tulip Inn Flat Recife', 'common': {}, 'rules': []}}"
